iter	Logloss
276	0.3577059975
277	0.3575531538
278	0.3575029881
279	0.3572174423
280	0.3570247914
281	0.3567836519
282	0.3565289778
283	0.3563107731
284	0.3560907038
285	0.3559511431
286	0.3557750697
287	0.3555271447
288	0.3551988547
289	0.3550845868
290	0.3549633021
291	0.3546673679
292	0.3545089715
293	0.3542707103
294	0.3540907943
295	0.3539033559
296	0.3536229398
297	0.3534971611
298	0.3533075691
299	0.3530387851
300	0.3528676056
301	0.3526203697
302	0.3524460605
303	0.3522626305
304	0.3520492804
305	0.3517721456
306	0.3515634512
307	0.3514419069
308	0.3512920558
309	0.351098279
310	0.3509298827
311	0.3507912415
312	0.3506258719
313	0.3504949235
314	0.3502323529
315	0.3501540904
316	0.3499486079
317	0.3497743365
318	0.3497236793
319	0.3494696201
320	0.3492782128
321	0.3491409529
322	0.3489464693
323	0.348762684
324	0.3485316168
325	0.3483838828
326	0.3482559619
327	0.3481093351
328	0.3478490643
329	0.347813121
330	0.3476512365
331	0.3476319534
332	0.3474509891
333	0.3473533435
334	0.3472949406
335	0.3471652223
336	0.3470188337
337	0.3469339844
338	0.3467409546
339	0.3464181103
340	0.3462301724
341	0.3460819229
342	0.3458311245
343	0.3456948942
344	0.345586982
345	0.3453507442
346	0.3451876878
347	0.3448787022
348	0.3448463193
349	0.3446815243
350	0.3446127587
351	0.3443208999
352	0.3442152699
353	0.3440829619
354	0.3438876116
355	0.3437857098
356	0.3436988917
357	0.3435995006
358	0.3434636066
359	0.3433627561
360	0.3432417562
361	0.3430614933
362	0.3429548184
363	0.3428320403
364	0.3425565351
365	0.3422670906
366	0.3421487403
367	0.3419169856
368	0.3418327624
369	0.3417613671
370	0.3416828558
371	0.341549332
372	0.3414377574
373	0.3413765316
374	0.3412146012
375	0.3409047121
376	0.3408277486
377	0.3406982448
378	0.3404631637
379	0.3403729678
380	0.3402636049
381	0.3399985697
382	0.3397911977
383	0.3397138466
384	0.3395984034
385	0.3395393908
386	0.3394329694
387	0.3392587641
388	0.339009672
389	0.3389229833
390	0.3387993684
391	0.3387224811
392	0.3386183848
393	0.3384516224
394	0.3384053087
395	0.3381554329
396	0.3381052667
397	0.3379925695
398	0.3377582675
399	0.337667384
400	0.3374666995
401	0.3373329388
402	0.337287102
403	0.3370357525
404	0.3368525192
405	0.3367283642
406	0.336538936
407	0.3365078247
408	0.3363926487
409	0.3363410233
410	0.336159094
411	0.3360697117
412	0.3359887105
413	0.3357490123
414	0.3356276394
415	0.3354061504
416	0.3352890055
417	0.3350761612
418	0.3349203664
419	0.3347704
420	0.3346638787
421	0.3343381759
422	0.3342189245
423	0.334076122
424	0.3339073856
425	0.3337565821
426	0.3336468036
427	0.3334448868
428	0.3333714499
429	0.3333100044
430	0.3330740852
431	0.3330160672
432	0.3328726448
433	0.3326691558
434	0.3325527765
435	0.3324045639
436	0.3323322281
437	0.3322618605
438	0.3321965042
439	0.3321357836
440	0.3318905854
441	0.3317702025
442	0.331486081
443	0.3313981987
444	0.3313311181
445	0.3311261371
446	0.331097645
447	0.3309726697
448	0.330895656
449	0.3308030545
450	0.3306559079
451	0.3306030473
452	0.3303807111
453	0.3302596343
454	0.3302368485
455	0.3301194212
456	0.3300903901
457	0.3300327668
458	0.329839657
459	0.3297752826
460	0.3296799805
461	0.3295673665
462	0.3294651327
463	0.3294412419
464	0.3293449803
465	0.3291377659
466	0.3290476365
467	0.3288352697
468	0.3287298791
469	0.3286681844
470	0.3285209746
471	0.3284207249
472	0.3283730602
473	0.3283096528
474	0.328211487
475	0.3280766544
476	0.3279471131
477	0.327775578
478	0.3275853059
479	0.3273974923
480	0.3271154895
481	0.3270497146
482	0.3269030105
483	0.3267084109
484	0.3265801604
485	0.3265453189
486	0.3265038677
487	0.3263690688
488	0.3262395181
489	0.3259428344
490	0.3257883631
491	0.3256498501
492	0.3255583532
493	0.3254585874
494	0.3253395972
495	0.3249627584
496	0.3248713553
497	0.3247705376
498	0.3247202863
499	0.3245908556
500	0.3245041991
501	0.324206245
502	0.3241261401
503	0.3240409107
504	0.3239424303
505	0.3237753433
506	0.3236749648
507	0.3236119984
508	0.3234762012
509	0.323365985
510	0.3233523627
511	0.3232950144
512	0.3231400263
513	0.3230088108
514	0.3228888307
515	0.3228554287
516	0.3228073237
517	0.3226756939
518	0.3225082279
519	0.3224813205
520	0.3223225411
521	0.3221360058
522	0.3220184649
523	0.3219376888
524	0.3218345823
525	0.3215790481
526	0.3215427709
527	0.3213686238
528	0.3213096189
529	0.3211665715
530	0.3210515273
531	0.3210327321
532	0.3208791416
533	0.3206623011
534	0.3206023564
535	0.3204666499
536	0.3204156006
537	0.3203368668
538	0.3200813488
539	0.3200789469
540	0.3199970186
541	0.3198628484
542	0.3197970123
543	0.3197658431
544	0.3197560308
545	0.3194865327
546	0.3194748075
547	0.3194235636
548	0.3193675692
549	0.3192716309
550	0.3192291031
551	0.3190674241
552	0.3190080594
553	0.3190064198
554	0.318915079
555	0.3187808045
556	0.3187177235
557	0.3186755241
558	0.3185464594
559	0.3184454912
560	0.3183191192
561	0.3182029534
562	0.318162641
563	0.3180866712
564	0.3179842776
565	0.3179021877
566	0.3176913243
567	0.3175894845
568	0.3174455139
569	0.3173465166
570	0.3172953514
571	0.3172316959
572	0.3172245978
573	0.3170868216
574	0.3170546772
575	0.3169839127
576	0.316970408
577	0.3168645241
578	0.3166533801
579	0.3165873194
580	0.3165866293
581	0.3163343356
582	0.3161588864
583	0.3160468342
584	0.3158596588
585	0.3155995302
586	0.3155754607
587	0.3154659766
588	0.3152637581
589	0.3152564793
590	0.3151353908
591	0.3150091668
592	0.3149453001
593	0.314804145
594	0.3146400425
595	0.3144921131
596	0.3144212516
597	0.314412029
598	0.3142983939
599	0.3142202276
600	0.3141741672
601	0.3140159821
602	0.3139631165
603	0.3139314432
604	0.3137671058
605	0.3135453961
606	0.3133926041
607	0.3133273015
608	0.3132431397
609	0.31306423
610	0.3128288423
611	0.3126098322
612	0.3125805606
613	0.3124446499
614	0.3123558084
615	0.3120860931
616	0.3120142166
617	0.3120020542
618	0.3117346492
619	0.3115886934
620	0.3115022637
621	0.3114740998
622	0.3112716772
623	0.3111443662
624	0.3110163158
625	0.3108957031
626	0.3108342061
627	0.3107265665
628	0.3107054914
629	0.3105915804
630	0.3104905337
631	0.3103076018
632	0.3101337146
633	0.3100679541
634	0.3099004335
635	0.3097168712
636	0.3094558722
637	0.3092945724
638	0.3092191008
639	0.3091070847
640	0.3090568785
641	0.3090462072
642	0.3089580935
643	0.3087553705
644	0.3085969605
645	0.3085698253
646	0.3084469505
647	0.308326047
648	0.3082078747
649	0.3081657072
650	0.308054408
651	0.3079851834
652	0.3079246622
653	0.307868076
654	0.3077976082
655	0.3076452777
656	0.3075616993
657	0.3074746641
658	0.3074073868
659	0.3073008419
660	0.3072667524
661	0.3071706621
662	0.3070915261
663	0.306947992
664	0.3067635478
665	0.3067544361
666	0.3067183329
667	0.3066352741
668	0.3064747152
669	0.306340126
670	0.3062644908
671	0.3060466889
672	0.305895644
673	0.3058435053
674	0.3057243362
675	0.3056743057
676	0.3056293631
677	0.3055593931
678	0.3053634959
679	0.3051916892
680	0.3049949956
681	0.3048829008
682	0.3048056588
683	0.3046794787
684	0.3044750516
685	0.3044415742
686	0.3043981923
687	0.304223023
688	0.3040910081
689	0.3040356963
690	0.3039067401
691	0.3037281987
692	0.3037066319
693	0.3036589079
694	0.3036175211
695	0.3035142207
696	0.3032605839
697	0.3029316568
698	0.3028062067
699	0.3026916548
700	0.3024193281
701	0.302376633
702	0.3022834004
703	0.3021618979
704	0.3020254932
705	0.3019040617
706	0.3017582788
707	0.3017476855
708	0.3015613075
709	0.3014764456
710	0.3012506534
711	0.3010999233
712	0.3010211695
713	0.3009135132
714	0.3007583722
715	0.3006476375
716	0.3005337066
717	0.300473806
718	0.3004057092
719	0.3003430227
720	0.3001981567
721	0.3001087939
722	0.2999647498
723	0.2999031406
724	0.2997439447
725	0.2995601107
726	0.2993995758
727	0.2992720919
728	0.299263742
729	0.2991260225
730	0.2990929317
731	0.2989816321
732	0.2989068964
733	0.298809251
734	0.2987470209
735	0.2985777337
736	0.2984268618
737	0.2983298773
738	0.2982234597
739	0.2980880605
740	0.2980316369
741	0.2978964287
742	0.2977535212
743	0.2975772721
744	0.2974961025
745	0.2974262698
746	0.2973778301
747	0.2972918504
748	0.297229245
749	0.2970727382
750	0.2970294308
751	0.2968180646
752	0.2967346942
753	0.2966366637
754	0.2965262905
755	0.2964018507
756	0.2963495877
757	0.2962349396
758	0.2961620057
759	0.2960412409
760	0.2959706711
761	0.2959541098
762	0.2958970095
763	0.2957700314
764	0.2955602001
765	0.2954903352
766	0.2954398505
767	0.2952864946
768	0.2952369131
769	0.2952194172
770	0.2950851133
771	0.2948092132
772	0.2947579068
773	0.2946621222
774	0.2946141822
775	0.2944787287
776	0.2943012252
777	0.2942702103
778	0.2941382016
779	0.2940665943
780	0.2940020545
781	0.2938842218
782	0.293803644
783	0.2937426724
784	0.29366476
785	0.2936268978
786	0.293455732
787	0.2932887877
788	0.2932171129
789	0.292984553
790	0.2929416231
791	0.2929079459
792	0.2928580608
793	0.2927509167
794	0.292417734
795	0.2923848413
796	0.2922724386
797	0.2922468633
798	0.2920911714
799	0.2919371882
800	0.2918426215
801	0.2917090113
802	0.2916302394
803	0.2913919744
804	0.2912994679
805	0.2910673075
806	0.2910299563
807	0.2909775873
808	0.2909319854
809	0.2907994593
810	0.2907437818
811	0.2907026971
812	0.2906024426
813	0.2905793803
814	0.2903564501
815	0.290244606
816	0.2901494467
817	0.2900590015
818	0.2899849114
819	0.2899702252
820	0.2898345292
821	0.2897042101
822	0.2896359273
823	0.2894658896
824	0.2892955365
825	0.2892280242
826	0.2890002638
827	0.2889605733
828	0.2888893227
829	0.2887988598
830	0.2887061605
831	0.2885501036
832	0.2884904045
833	0.2884529176
834	0.2882720712
835	0.2881398636
836	0.2881000203
837	0.2879919915
838	0.2879589581
839	0.2879103274
840	0.2878614446
841	0.2877895501
842	0.2877246671
843	0.2876462687
844	0.2874696139
845	0.2874192104
846	0.2873870634
847	0.2873512103
848	0.2872236036
849	0.2871677314
850	0.2870645554
851	0.2869311096
852	0.2867395472
853	0.2865863946
854	0.2864227292
855	0.286343532
856	0.2861757196
857	0.2860246797
858	0.2858578953
859	0.2856580868
860	0.2854549621
861	0.2853642917
862	0.2852981463
863	0.2852513255
864	0.2851995714
865	0.2851100818
866	0.2850271232
867	0.2849367966
868	0.2848433121
869	0.2847644262
870	0.284590235
871	0.2845341053
872	0.2844228368
873	0.2843947581
874	0.2842723302
875	0.2841174997
876	0.2840590372
877	0.284009642
878	0.2838747752
879	0.2838188949
880	0.2837926793
881	0.2836637029
882	0.2834194471
883	0.283377844
884	0.2832773826
885	0.283216079
886	0.2831647235
887	0.2830435594
888	0.2830053351
889	0.2829405334
890	0.2828997035
891	0.2828101084
892	0.2827700502
893	0.2826236566
894	0.2824815589
895	0.2822517109
896	0.2821469272
897	0.2820562155
898	0.2819682299
899	0.2818665766
900	0.2817062842
901	0.2816396247
902	0.281394454
903	0.2813495316
904	0.2812464016
905	0.2812001363
906	0.2810538915
907	0.2810167651
908	0.2808893321
909	0.2807781101
910	0.2806181983
911	0.2805676726
912	0.2804410531
913	0.2803865495
914	0.2802798137
915	0.2802286727
916	0.2800630263
917	0.2800277928
918	0.2798454849
919	0.2797176519
920	0.2795469713
921	0.2794890925
922	0.2794465133
923	0.279396563
924	0.2793837878
925	0.2793635681
926	0.2793044279
927	0.2792460481
928	0.2791169521
929	0.2790379273
930	0.2789806818
931	0.2789048663
932	0.2787845868
933	0.2787002575
934	0.2785727508
935	0.278417789
936	0.2783505212
937	0.2782630973
938	0.278169008
939	0.2781194296
940	0.2780772455
941	0.2779748584
942	0.2778367362
943	0.2778071861
944	0.2777802879
945	0.2777395319
946	0.2776747844
947	0.2775152419
948	0.2773137458
949	0.2771023098
950	0.2769576533
951	0.2768405349
952	0.2767153654
953	0.2764999145
954	0.2762721256
955	0.2761074822
956	0.2760594214
957	0.2760249307
958	0.2759834336
959	0.2759109205
960	0.2758963086
961	0.2757793759
962	0.2756725473
963	0.2756274821
964	0.2754444853
965	0.2752968261
966	0.2752604337
967	0.2752416174
968	0.2751279383
969	0.2750405256
970	0.2750055883
971	0.2749107199
972	0.2747970518
973	0.2745901494
974	0.2744408604
975	0.2744298497
976	0.2743581051
977	0.2741850834
978	0.2740356159
979	0.2739212447
980	0.2738391191
981	0.2736840927
982	0.2735357935
983	0.2734953516
984	0.273364348
985	0.2733051118
986	0.2731867257
987	0.2731422498
988	0.2729765031
989	0.2729538578
990	0.2728046033
991	0.2727364096
992	0.2725452757
993	0.2725146014
994	0.2724171583
995	0.2722410409
996	0.2722035161
997	0.2721797004
998	0.2720943426
999	0.2720424653
